 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,191,2,2,82,114,41,41,41,0,57,57,57,0,1026178.01,20942.40838,63.66666667,104.2129231,184,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,80,80,10471.20419,10471.20419,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41,57,80,0,0,0,0,0,0,2,82,2,114,-1,-1,1,40,0,0,0,0,0,0,0,0,0
53,95444,4,4,112,444,28,28,28,0,111,111,111,0,5825.405473,83.81878379,13634.85714,34219.51973,91167,1,95188,31729.33333,54911.78892,95136,3,4274,1424.666667,2464.131152,4270,1,0,0,0,0,80,80,41.90939189,41.90939189,28,111,64.88888889,43.74484097,1913.611111,0,0,0,0,0,0,0,0,1,73,28,111,80,0,0,0,0,0,0,4,112,4,444,-1,-1,3,20,0,0,0,0,0,0,0,0,0
52174,16,2,1,0,0,0,0,0,0,0,0,0,0,0,187500,8,7.071067812,13,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,64,32,125000,62500,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,1,0,4746,274,0,32,0,0,0,0,0,0,0,0,0
53,48948,2,2,66,240,33,33,33,0,120,120,120,0,6251.532238,81.71937566,16316,28254.0788,48941,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,40.85968783,40.85968783,33,120,67.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,84.75,33,120,40,0,0,0,0,0,0,2,66,2,240,-1,-1,1,20,0,0,0,0,0,0,0,0,0
2526,145,1,1,0,0,0,0,0,0,0,0,0,0,0,13793.10345,145,0,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6896.551724,6896.551724,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,913,256,0,20,0,0,0,0,0,0,0,0,0
53,267,2,2,68,132,34,34,34,0,66,66,66,0,749063.6704,14981.27341,89,148.9563695,261,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,7490.636704,7490.636704,34,66,46.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,58.5,34,66,64,0,0,0,0,0,0,2,68,2,132,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,30787,2,2,70,102,35,35,35,0,51,51,51,0,5586.773638,129.9249683,10262.33333,17769.68659,30781,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,64,64.96248417,64.96248417,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0,0,0,0,0,0,0,0,0
50178,36,1,1,0,0,0,0,0,0,0,0,0,0,0,55555.55556,36,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,27777.77778,27777.77778,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,7668,53576,0,32,0,0,0,0,0,0,0,0,0
53,31460,2,2,80,336,40,40,40,0,168,168,168,0,13223.1405,127.1455817,10486.66667,18119.28493,31409,4,47,47,0,47,47,4,4,0,4,4,0,0,0,0,64,64,63.57279085,63.57279085,40,168,91.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,114,40,168,64,0,0,0,0,0,0,2,80,2,336,-1,-1,1,32,0,0,0,0,0,0,0,0,0
40316,6277,2,1,0,0,0,0,0,0,0,0,0,0,0,477.9353194,3138.5,4401.739713,6251,26,6277,6277,0,6277,6277,0,0,0,0,0,0,0,0,0,64,32,318.6235463,159.3117731,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,1,0,61,299,0,32,0,0,0,0,0,0,0,0,0
64254,73,1,1,0,0,0,0,0,0,0,0,0,0,0,27397.26027,73,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,13698.63014,13698.63014,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0,0,0,0,0,0,0,0,0
53,292,2,2,60,264,30,30,30,0,132,132,132,0,1109589.041,13698.63014,97.33333333,128.3212115,243,1,48,48,0,48,48,1,1,0,1,1,0,0,0,0,64,64,6849.315068,6849.315068,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30,132,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,169,2,2,80,144,40,40,40,0,72,72,72,0,1325443.787,23668.63905,56.33333333,92.37604307,163,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,11834.31953,11834.31953,40,72,52.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,66,40,72,64,0,0,0,0,0,0,2,80,2,144,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,289,2,2,92,348,46,46,46,0,174,174,174,0,1522491.349,13840.83045,96.33333333,83.71578903,193,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,80,80,6920.415225,6920.415225,46,174,97.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,121.5,46,174,80,0,0,0,0,0,0,2,92,2,348,-1,-1,1,40,0,0,0,0,0,0,0,0,0
44449,29,1,1,0,0,0,0,0,0,0,0,0,0,0,68965.51724,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,34482.75862,34482.75862,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,227,229,0,32,0,0,0,0,0,0,0,0,0
443,10040,3,1,0,0,0,0,0,0,0,0,0,0,0,398.4063745,3346.666667,5740.380853,9975,3,10040,5020,7095.109442,10037,3,0,0,0,0,0,0,0,0,0,60,44,298.8047809,99.60159363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,1,0,0,972,0,20,0,0,0,0,0,0,0,0,0
80,115567410,16,13,573,531,562,0,35.8125,140.3173635,531,0,40.84615385,147.2729021,9.552866158,0.250935796,4127407.5,4884824.541,10000000,61,116000000,7704494,4151510.543,10100000,51214,111000000,9238614.667,2810043.262,10100000,315529,0,0,0,0,332,404,0.138447336,0.11248846,0,562,36.8,138.6124341,19213.4069,0,0,0,1,0,0,0,0,0,38.06896552,35.8125,40.84615385,332,0,0,0,0,0,0,16,573,13,531,8192,513,12,20,80876.72727,103076.3616,391663,49568,9997752,7653.267446,10000000,9974705,0
53,233,2,2,74,444,37,37,37,0,222,222,222,0,2223175.966,17167.38197,77.66666667,94.07621024,183,2,2,2,0,2,2,48,48,0,48,48,0,0,0,0,40,40,8583.690987,8583.690987,37,222,111,101.3286731,10267.5,0,0,0,0,0,0,0,0,1,138.75,37,222,40,0,0,0,0,0,0,2,74,2,444,-1,-1,1,20,0,0,0,0,0,0,0,0,0
53,132700,2,2,82,166,41,41,41,0,83,83,83,0,1868.877167,30.14318011,44233.33333,76610.05061,132695,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,15.07159005,15.07159005,41,83,57.8,23.00434742,529.2,0,0,0,0,0,0,0,0,1,72.25,41,83,64,0,0,0,0,0,0,2,82,2,166,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,170,2,2,62,94,31,31,31,0,47,47,47,0,917647.0588,23529.41176,56.66666667,92.08872533,163,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,11764.70588,11764.70588,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31,47,64,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,226,2,2,72,328,36,36,36,0,164,164,164,0,1769911.504,17699.11504,75.33333333,89.198281,175,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,8849.557522,8849.557522,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109,36,164,64,0,0,0,0,0,0,2,72,2,328,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,31170,2,2,62,254,31,31,31,0,127,127,127,0,10137.95316,128.328521,10390,17989.94572,31163,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,64.16426051,64.16426051,31,127,69.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,86.75,31,127,64,0,0,0,0,0,0,2,62,2,254,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,205,2,2,66,140,33,33,33,0,70,70,70,0,1004878.049,19512.19512,68.33333333,113.1606528,199,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,9756.097561,9756.097561,33,70,47.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,59.75,33,70,64,0,0,0,0,0,0,2,66,2,140,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,184,2,2,84,116,42,42,42,0,58,58,58,0,1086956.522,21739.13043,61.33333333,67.00248752,134,2,2,2,0,2,2,48,48,0,48,48,0,0,0,0,40,40,10869.56522,10869.56522,42,58,48.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,60.5,42,58,40,0,0,0,0,0,0,2,84,2,116,-1,-1,1,20,0,0,0,0,0,0,0,0,0
443,155970,9,9,501,4225,199,0,55.66666667,78.299106,1430,0,469.4444444,617.675706,30300.69885,115.406809,9174.705882,13181.17963,37480,2,146818,18352.25,18990.14935,51678,15,119184,14898,21214.98856,56346,2,0,0,0,0,192,192,57.7034045,57.7034045,0,1430,248.7368421,467.6771016,218721.8713,0,0,0,1,0,0,0,0,1,262.5555556,55.66666667,469.4444444,192,0,0,0,0,0,0,9,501,9,4225,8192,351,4,20,0,0,0,0,0,0,0,0,0
58580,172,1,2,0,0,0,0,0,0,0,0,0,0,0,17441.86047,86,120.2081528,171,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,20,40,5813.953488,11627.90698,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,20,0,0,0,0,0,0,1,0,2,0,389,256,0,20,0,0,0,0,0,0,0,0,0
53,31207,2,2,150,598,75,75,75,0,299,299,299,0,23968.98132,128.1763707,10402.33333,17972.35125,31155,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,64,40,64.08818534,64.08818534,75,299,164.6,122.6898529,15052.8,0,0,0,0,0,0,0,0,1,205.75,75,299,64,0,0,0,0,0,0,2,150,2,598,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,30571,1,1,55,111,55,55,55,0,111,111,111,0,5429.982663,65.42147787,30571,0,30571,30571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,32.71073894,32.71073894,55,111,73.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,110.5,55,111,20,0,0,0,0,0,0,1,55,1,111,-1,-1,0,20,0,0,0,0,0,0,0,0,0
54977,70,1,1,0,0,0,0,0,0,0,0,0,0,0,28571.42857,70,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14285.71429,14285.71429,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,61,254,0,20,0,0,0,0,0,0,0,0,0
53,224,2,2,74,494,37,37,37,0,247,247,247,0,2535714.286,17857.14286,74.66666667,122.3982571,216,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,8928.571429,8928.571429,37,247,121,115.0217371,13230,0,0,0,0,0,0,0,0,1,151.25,37,247,40,0,0,0,0,0,0,2,74,2,494,-1,-1,1,20,0,0,0,0,0,0,0,0,0
80,23141,1,1,0,0,0,0,0,0,0,0,0,0,0,86.42668856,23141,0,23141,23141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,43.21334428,43.21334428,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,229,29,0,32,0,0,0,0,0,0,0,0,0
443,3,2,0,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,40,0,666666.6667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,0
443,48,2,0,0,0,0,0,0,0,0,0,0,0,0,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,0,0,0,0,40,0,41666.66667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,0
443,61744110,14,12,1430,1499,517,0,102.1428571,194.9705529,1053,0,124.9166667,306.1637881,47.43772321,0.421092797,2469764.4,4063071.041,10000000,120,61700000,4749546.923,4636782.88,10000000,461,56000000,5086805.182,4843884.726,10000000,500,0,0,0,0,292,312,0.226742275,0.194350522,0,1053,108.4814815,243.4406215,59263.33618,0,0,0,1,0,0,0,0,0,112.6538462,102.1428571,124.9166667,292,0,0,0,0,0,0,14,1430,12,1499,8192,1013,9,20,1004459,2403545.204,5910675,22885,9286226,1724613.347,10000000,5766106,0
22,11603662,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,409.612069,4.567523597,223147.3462,601189.4474,2082645,3,9519918,475995.9,836499.6443,2129584,258,11600000,374307.2258,745689.0402,2082645,3,0,0,0,0,680,1032,1.809773501,2.757750096,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0,0,0,0,0,0,0,0,1
56670,21,1,1,0,0,0,0,0,0,0,0,0,0,0,95238.09524,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,47619.04762,47619.04762,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,116,256,0,20,0,0,0,0,0,0,0,0,0
53,263252,2,2,72,104,36,36,36,0,52,52,52,0,668.5609226,15.19456642,87750.66667,151983.4169,263246,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,7.597283212,7.597283212,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53,36,52,64,0,0,0,0,0,0,2,72,2,104,-1,-1,1,32,0,0,0,0,0,0,0,0,0
61080,121,1,1,0,0,0,0,0,0,0,0,0,0,0,16528.92562,121,0,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,8264.46281,8264.46281,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,353,32832,0,32,0,0,0,0,0,0,0,0,0
48292,54,1,1,0,0,0,0,0,0,0,0,0,0,0,37037.03704,54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18518.51852,18518.51852,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,5374,65160,0,32,0,0,0,0,0,0,0,0,0
53,96031,2,2,68,294,34,34,34,0,147,147,147,0,3769.616061,41.65321615,32010.33333,55399.36097,95980,3,48,48,0,48,48,3,3,0,3,3,0,0,0,0,80,72,20.82660807,20.82660807,34,147,79.2,61.892649,3830.7,0,0,0,0,0,0,0,0,1,99,34,147,80,0,0,0,0,0,0,2,68,2,294,-1,-1,1,40,0,0,0,0,0,0,0,0,0
53,193,2,2,64,96,32,32,32,0,48,48,48,0,829015.544,20725.3886,64.33333333,107.1089788,188,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,40,40,10362.6943,10362.6943,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0,0,0,0,0,0,0,0,0
53,255,2,2,64,158,32,32,32,0,79,79,79,0,870588.2353,15686.27451,85,145.4922678,253,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,7843.137255,7843.137255,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,400,1,1,59,123,59,59,59,0,123,123,123,0,455000,5000,400,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2500,2500,59,123,80.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,120.5,59,123,20,0,0,0,0,0,0,1,59,1,123,-1,-1,0,20,0,0,0,0,0,0,0,0,0
33276,39,1,1,0,0,0,0,0,0,0,0,0,0,0,51282.05128,39,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,25641.02564,25641.02564,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,122,2451,0,32,0,0,0,0,0,0,0,0,0
53,23659,2,2,60,222,30,30,30,0,111,111,111,0,11919.35416,169.0688533,7886.333333,13614.51613,23607,3,3,3,0,3,3,49,49,0,49,49,0,0,0,0,40,40,84.53442665,84.53442665,30,111,62.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,78,30,111,40,0,0,0,0,0,0,2,60,2,222,-1,-1,1,20,0,0,0,0,0,0,0,0,0
54628,51,1,1,0,0,0,0,0,0,0,0,0,0,0,39215.68627,51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,19607.84314,19607.84314,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,390,332,0,32,0,0,0,0,0,0,0,0,0
53382,88,1,1,0,0,0,0,0,0,0,0,0,0,0,22727.27273,88,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,11363.63636,11363.63636,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,370,351,0,32,0,0,0,0,0,0,0,0,0
22,64,1,1,0,0,0,0,0,0,0,0,0,0,0,31250,64,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,15625,15625,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0,0,0,0,0,0,0,0,1
53,198,2,2,76,108,38,38,38,0,54,54,54,0,929292.9293,20202.0202,66,109.1192009,192,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,10101.0101,10101.0101,38,54,44.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,55.5,38,54,64,0,0,0,0,0,0,2,76,2,108,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53535,41,1,1,0,0,0,0,0,0,0,0,0,0,0,48780.4878,41,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,24390.2439,24390.2439,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,335,258,0,20,0,0,0,0,0,0,0,0,0
53,176,2,2,88,188,44,44,44,0,94,94,94,0,1568181.818,22727.27273,58.66666667,96.41749495,170,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,11363.63636,11363.63636,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,40,0,0,0,0,0,0,2,88,2,188,-1,-1,1,20,0,0,0,0,0,0,0,0,0
443,212852,1,1,0,0,0,0,0,0,0,0,0,0,0,9.396200177,212852,0,212852,212852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,4.698100088,4.698100088,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,1,0,1,0,29200,0,0,40,0,0,0,0,0,0,0,0,0
53,130979,2,2,74,106,37,37,37,0,53,53,53,0,1374.266104,30.53924675,43659.66667,75613.8327,130971,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,80,15.26962337,15.26962337,37,53,43.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,54.25,37,53,64,0,0,0,0,0,0,2,74,2,106,-1,-1,1,32,0,0,0,0,0,0,0,0,0
48250,50,1,1,0,0,0,0,0,0,0,0,0,0,0,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,20000,20000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,382,1287,0,32,0,0,0,0,0,0,0,0,0
53,47720,2,2,146,310,73,73,73,0,155,155,155,0,9555.741827,83.82229673,15906.66667,27506.99675,47669,3,48,48,0,48,48,3,3,0,3,3,0,0,0,0,40,64,41.91114837,41.91114837,73,155,105.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,132.25,73,155,40,0,0,0,0,0,0,2,146,2,310,-1,-1,1,20,0,0,0,0,0,0,0,0,0
48514,62,1,1,0,0,0,0,0,0,0,0,0,0,0,32258.06452,62,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,16129.03226,16129.03226,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0,0,0,0,0,0,0,0,0
49573,109,1,1,0,0,0,0,0,0,0,0,0,0,0,18348.62385,109,0,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,9174.311927,9174.311927,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,29,256,0,20,0,0,0,0,0,0,0,0,0
53,72497,2,2,92,472,46,46,46,0,236,236,236,0,7779.632261,55.17469688,24165.66667,41850.10029,72490,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,27.58734844,27.58734844,46,236,122,104.0672859,10830,0,0,0,0,0,0,0,0,1,152.5,46,236,64,0,0,0,0,0,0,2,92,2,472,-1,-1,1,32,0,0,0,0,0,0,0,0,0
53,173,2,2,90,122,45,45,45,0,61,61,61,0,1225433.526,23121.38728,57.66666667,59.09596715,121,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,40,40,11560.69364,11560.69364,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45,61,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0,0,0,0,0,0,0,0,0
53,30818,2,2,90,150,45,45,45,0,75,75,75,0,7787.656564,129.7942761,10272.66667,17785.85239,30810,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,64,64.89713804,64.89713804,45,75,57,16.43167673,270,0,0,0,0,0,0,0,0,1,71.25,45,75,40,0,0,0,0,0,0,2,90,2,150,-1,-1,1,20,0,0,0,0,0,0,0,0,0
443,48,2,1,0,0,0,0,0,0,0,0,0,0,0,62500,24,19.79898987,38,10,48,48,0,48,48,0,0,0,0,0,0,0,0,0,40,32,41666.66667,20833.33333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,1,0,0,978,0,20,0,0,0,0,0,0,0,0,0
38083,51,1,1,0,0,0,0,0,0,0,0,0,0,0,39215.68627,51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,19607.84314,19607.84314,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,434,339,0,32,0,0,0,0,0,0,0,0,0
53,174,2,2,88,120,44,44,44,0,60,60,60,0,1195402.299,22988.50575,58,60.62177826,123,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,11494.25287,11494.25287,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63,44,60,64,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0,0,0,0,0,0,0,0,0
60606,491,1,1,0,0,0,0,0,0,0,0,0,0,0,4073.319756,491,0,491,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,2036.659878,2036.659878,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0,0,0,0,0,0,0,0,0
53,196572,4,2,120,228,30,30,30,0,114,114,114,0,1770.343691,30.52316708,39314.4,56308.00055,121651,3,74917,24972.33333,43247.28794,74910,3,4,4,0,4,4,0,0,0,0,80,64,20.34877806,10.17438903,30,114,54,40.98780306,1680,0,0,0,0,0,0,0,0,0,63,30,114,80,0,0,0,0,0,0,4,120,2,228,-1,-1,3,20,0,0,0,0,0,0,0,0,0
53,177,2,2,62,254,31,31,31,0,127,127,127,0,1785310.734,22598.87006,59,96.13012015,170,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,11299.43503,11299.43503,31,127,69.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,86.75,31,127,40,0,0,0,0,0,0,2,62,2,254,-1,-1,1,20,0,0,0,0,0,0,0,0,0
6902,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1500000,1,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,60,0,1500000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,0
50873,23,1,1,0,0,0,0,0,0,0,0,0,0,0,86956.52174,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,43478.26087,43478.26087,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,31108,63738,0,20,0,0,0,0,0,0,0,0,0
53,30956,2,2,86,196,43,43,43,0,98,98,98,0,9109.704096,129.2156609,10318.66667,17865.52673,30948,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,40,64.60783047,64.60783047,43,98,65,30.12474066,907.5,0,0,0,0,0,0,0,0,1,81.25,43,98,64,0,0,0,0,0,0,2,86,2,196,-1,-1,1,32,0,0,0,0,0,0,0,0,0
60122,55,1,1,0,0,0,0,0,0,0,0,0,0,0,36363.63636,55,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,18181.81818,18181.81818,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,66,23698,0,20,0,0,0,0,0,0,0,0,0
